loyalty_number,churned,churn_prob,risk_bucket,cluster_label,rfm_segment,clv,behavioral_clv,priority_score,priority_rank,nudge_type,mechanism,channel,timing,subject_line,message_frame,be_principle,success_kpi,expected_lift,priority_tier
793838,0,0.0019188721,Low (<25%),Moderate Risk,Loyal,8256.3,8240.457216280769,15.812383443564832,11159.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
793892,0,0.008291492,Low (<25%),Moderate Risk,Lost,2382.71,1817.656753151292,15.071086427499912,11247.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
793904,0,0.0067748665,Low (<25%),Moderate Risk,Loyal,15656.03,15549.962486830003,105.34891992828128,5492.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
793980,1,0.83766454,Critical (>75%),Moderate Risk,Loyal,6617.14,1074.1964657844,899.8162883809152,618.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
793995,0,0.0048773726,Low (<25%),Moderate Risk,Loyal,5680.47,5652.764231266879,27.570637375841137,9833.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794024,0,0.018852754,Low (<25%),Moderate Risk,Loyal,2827.56,2774.25270689976,52.30230381701528,7873.0,Points Redemption Nudge,Endowment effect — make unredeemed points feel owned,Email,60 days before points expiry or quarterly,"Your 69,086 points are waiting for you","You have 69,086 points — here are 3 ways to use them before they expire. Members who redeem at least once per year are 2x more likely to stay active long-term.","Endowment + loss aversion: the points feel already owned, spending them feels safe rather than wasteful",Points redemption event within 30 days,40% redemption rate vs 12% with no nudge,TIER 3 — automated trigger on expiry window
794136,0,0.0035106158,Low (<25%),Moderate Risk,Loyal,6993.84,6969.287314793328,24.46649016205303,10153.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794202,0,0.18142295,Low (<25%),Moderate Risk,Lost,5285.31,3762.1160592482615,682.5341937111943,939.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794248,0,0.012600578,Low (<25%),Moderate Risk,Hibernating,9599.95,8242.59572280774,103.8614703277053,5535.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794286,0,0.016541902,Low (<25%),Moderate Risk,Loyal,4082.17,4014.64314391266,66.40983345157512,7102.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794348,1,0.9990233,Critical (>75%),Moderate Risk,Lost,4755.48,1.976458432340532,1.974528025389665,13254.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794480,0,0.01872161,Low (<25%),Moderate Risk,Hibernating,14024.36,13761.8014015804,257.6430787378416,2756.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794496,0,0.008729162,Low (<25%),Loyal Champions,Lost,3199.82,2758.163698129705,24.076457743493293,10198.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
794502,0,0.006388732,Low (<25%),Moderate Risk,Promising New,8798.8,8742.586824878399,55.854044210879024,7676.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794523,0,0.0062745987,Low (<25%),Moderate Risk,Promising New,5631.45,5596.114911150885,35.11337534655796,9094.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794552,0,0.011737181,Low (<25%),Moderate Risk,Hibernating,9264.57,7961.591360889418,93.4466388507954,5911.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794602,0,0.0068368716,Low (<25%),Moderate Risk,At-Risk High-Value,7611.21,6573.194030008143,44.94008358505222,8325.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794677,0,0.010332189,Low (<25%),Moderate Risk,At-Risk High-Value,9100.79,6928.276090515916,71.58425801139155,6838.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794723,0,0.0041590095,Low (<25%),Moderate Risk,Lost,2534.31,2194.5824179426563,9.127289124756478,12100.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794752,0,0.00509293,Low (<25%),Moderate Risk,Hibernating,5875.04,5082.712028289392,25.885896570235893,10004.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794784,0,0.023502452,Low (<25%),Moderate Risk,Lost,2298.38,1951.619508149774,45.86784381255367,8259.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
794863,0,0.008016888,Low (<25%),Moderate Risk,Loyal,9095.05,9022.1360027956,72.32945385518,6799.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
794951,0,0.0070503866,Low (<25%),Moderate Risk,Lost,8738.4,6674.4545397958145,47.05748484968558,8191.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
795084,0,0.09070082,Low (<25%),Moderate Risk,Promising New,19378.91,17621.2269722938,1598.259735793165,198.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795129,0,0.0072962684,Low (<25%),Moderate Risk,Lost,2433.21,2100.3970841447276,15.325060872497318,11209.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
795230,0,0.0069104354,Low (<25%),Moderate Risk,Hibernating,13979.09,13882.488401604214,95.93403929053515,5825.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795283,0,0.022282757,Low (<25%),Moderate Risk,Hibernating,8349.52,6279.592057517968,139.9266238768029,4546.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
795446,0,0.0017078056,Low (<25%),Moderate Risk,Loyal,35444.31,35383.77800889387,60.428614232745794,7414.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795468,0,0.005859516,Low (<25%),Moderate Risk,Loyal,14510.44,14425.41584465296,84.52595494839754,6239.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795486,0,0.0067447503,Low (<25%),Moderate Risk,Loyal,6393.87,6350.744943399339,42.83418886221617,8482.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795492,0,0.0075402544,Low (<25%),Moderate Risk,Loyal,2926.89,2904.820504799184,21.90308559252227,10423.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795512,0,0.022689126,Low (<25%),Moderate Risk,Loyal,3683.47,3599.89528505278,81.67847770936844,6355.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795820,0,0.016286962,Low (<25%),Moderate Risk,Promising New,6889.1,6776.8974900858,110.3750718989228,5325.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
795840,1,0.92797023,Critical (>75%),Moderate Risk,Hibernating,11436.43,633.6641711700769,588.0214866634557,1148.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
796099,0,0.012960708,Low (<25%),Moderate Risk,Loyal,3810.24,3760.85659195008,48.743364118140136,8084.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796104,0,0.2728074,Medium (25-50%),Moderate Risk,Lost,2121.65,1064.0332274413793,290.2761382918913,2464.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
796213,0,0.017429912,Low (<25%),Moderate Risk,Lost,7412.03,6332.903451616209,110.38194986616678,5324.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
796281,0,0.005173765,Low (<25%),Moderate Risk,Loyal,2239.65,2228.06257721775,11.527472179818991,11741.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796347,0,0.003161439,Low (<25%),Moderate Risk,Loyal,6104.5,6085.2009956245,19.237991750406124,10743.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796484,0,0.007182055,Low (<25%),Moderate Risk,Hibernating,15147.93,15039.13673360385,108.01190717326318,5402.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796508,0,0.006507358,Low (<25%),Moderate Risk,Hibernating,5059.62,5026.69524131604,32.710505492139866,9307.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796541,0,0.08437813,Low (<25%),Moderate Risk,Loyal,6755.08,6185.0989815996,521.8870859322786,1336.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796627,0,0.074104704,Low (<25%),Moderate Risk,Lost,6537.05,4655.864495935999,345.02146033544636,2071.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
796670,0,0.0195726,Low (<25%),Moderate Risk,Hibernating,4035.68,3043.6086535630766,59.57133473272867,7460.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
796692,0,0.0026057654,Low (<25%),Moderate Risk,Hibernating,5292.2,4060.315206423169,10.58022887799135,11895.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
796900,0,0.01279132,Low (<25%),Moderate Risk,Hibernating,23594.68,23292.8728978224,297.9465909553736,2393.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
796990,0,0.59884906,High (50-75%),Moderate Risk,Lost,7153.67,2207.462649961384,1321.936932914484,300.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
797078,0,0.0013102732,Low (<25%),Moderate Risk,Loyal,14635.45,14616.27356209506,19.151311532281696,10752.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797158,0,0.0028387588,Low (<25%),Moderate Risk,Loyal,2885.33,2877.139244071596,8.16750434793359,12268.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797187,1,0.998585,Critical (>75%),Moderate Risk,Hibernating,9472.96,6.538652878049035,6.529400684226595,12519.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797216,0,0.022650471,Low (<25%),Moderate Risk,Hibernating,7374.08,6267.003143311584,141.95057295448785,4493.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
797326,0,0.0016161414,Low (<25%),Loyal Champions,Hibernating,3942.73,3936.357990817978,6.3617111141817535,12550.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
797675,1,0.996899,Critical (>75%),Moderate Risk,Hibernating,6861.75,9.671948522727336,9.64195581035836,12029.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797685,0,0.036853984,Low (<25%),Moderate Risk,Promising New,4079.13,3928.79780824608,144.79185156433613,4436.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797704,0,0.00032163426,Low (<25%),Loyal Champions,Loyal,38410.6,38398.24583509284,12.350191384468168,11614.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
797714,0,0.004570266,Low (<25%),Moderate Risk,Loyal,8026.28,7989.59776540952,36.5145870209271,8985.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797845,0,0.0065977178,Low (<25%),Moderate Risk,Loyal,6277.84,6236.420583286448,41.14614309063538,8615.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
797897,0,0.013977637,Low (<25%),Moderate Risk,Hibernating,10339.6,7031.087465155035,98.2779883031872,5744.0,General Engagement Email,Awareness,Email,Monthly newsletter,What is new with your membership,Standard newsletter with personalised points balance and route suggestions.,Baseline engagement maintenance,Email open rate,Baseline — no specific lift expected,TIER 4 — low priority
797902,0,0.0093949335,Low (<25%),Loyal Champions,Hibernating,26999.68,23257.408523372804,218.50180645942064,3168.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
797991,0,0.007551818,Low (<25%),Moderate Risk,Loyal,9035.67,8967.43426465194,67.72043149361528,7024.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
798029,0,0.009592065,Low (<25%),Loyal Champions,Promising New,13144.49,13018.40719752815,124.87340803515784,4895.0,Social Proof + Tier Preview,Social proof + anticipated reward,App notification + monthly email digest,"Monthly, timed to post-flight (within 48h of landing)",You flew more than 91% of members this month,"You are in the top 10% of active members this quarter. At your current pace, you will reach the next tier in 7 months. Here is what unlocks when you get there.",Social proof reinforces behaviour; tier preview creates anticipatory reward,Maintained flight frequency + tier upgrade within 6 months,15-20% increase in booking rate post-notification,TIER 3 — automated monthly
798216,0,0.04574351,Low (<25%),Moderate Risk,Hibernating,4854.75,4632.6766948275,211.9148927166087,3255.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
798248,0,0.002702884,Low (<25%),Moderate Risk,Loyal,4458.11,4446.06024581076,12.017185101437969,11658.0,Seasonal Travel Prompt,Peak-end rule — make the next interaction a positive peak,Email,"Pre-peak season (November for winter, April for summer)",Your next trip is closer than you think,"Based on when you have flown before, this is typically your travel season. We have matched routes to your history — here are 3 options with your points applied.","Peak-end rule: a positive, personalised message becomes the last emotional memory before a new booking cycle",Email open + flight search within 7 days,20-30% open rate; 6-10% conversion to search,TIER 3 — automated seasonal
